text,len,combo_count,is_syntactic,morph_prefix,morph_suffix,pos_start,pos_end,atomic_slice,semantic_weight,game_weight,start_combo_count
ie,2,1951,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1.1,0
iec,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.54,0.54,0
iece,4,15,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.05,1.15,0
ieces,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.8,0.8,0
ied,3,351,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
iedly,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,0
ief,3,34,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
iefs,4,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.89,0.99,0
ieg,3,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.7,0.7,0
iek,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.54,0.54,0
iel,3,37,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
ield,4,25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,1.4,0
ields,5,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1.1,0
ien,3,103,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,0
iena,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73,0.73,0
ienc,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77,0.77,0
ience,5,13,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.12,1.22,0
iend,4,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.81,0.91,0
iene,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,0
ieni,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77,0.77,0
iens,4,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.65,0.75,0
ient,4,58,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,1.4,0
ienti,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,0
ients,5,14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.16,1.26,0
ier,3,1276,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
iera,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.69,0.69,0
iere,4,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.81,0.81,0
iered,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,0
iers,4,135,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,1.4,0
iery,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77,0.77,0
ies,3,1437,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
iest,4,962,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,1.4,0
iet,3,59,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
ieth,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77,0.77,0
ieti,4,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.13,1.13,0
iets,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,0
iety,4,14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.01,1.11,0
ieu,3,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.58,0.68,0
iev,3,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,0
ieve,4,15,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.05,1.15,0
ieved,5,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1.1,0
iever,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.8,0.9,0
ieves,5,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1.1,0
ievi,4,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.81,0.81,0
iew,3,18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.02,1.12,0
iews,4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.69,0.79,0
if,2,684,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1.1,1
ifa,3,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.1,1.1,0
ife,3,49,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
ifer,4,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.93,1.03,0
ifers,5,9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.96,0.96,0
ifes,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77,0.77,0
iff,3,94,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
iffe,4,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.93,0.93,0
iffed,5,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.92,0.92,0
iffi,4,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.29,1.29,0
iffs,4,19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.21,1.31,0
iffy,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.65,0.65,1
ifi,3,261,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,0
ific,4,33,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,1.4,0
ifie,4,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.17,1.17,0
ified,5,89,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.45,1.5,0
ifier,5,38,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.45,1.5,0
ifies,5,88,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.45,1.5,0
ifl,3,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9,0.9,0
ifo,3,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,0
ifor,4,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.85,0.85,0
iform,5,53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.45,1.45,0
ifs,3,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,0
ift,3,73,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
ifte,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73,0.73,0
ifted,5,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.04,1.14,0
ifter,5,6,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.84,0.94,0
ifti,4,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.93,0.93,0
ifts,4,18,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.17,1.27,0
ifu,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,0.5,0
iful,4,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.89,0.99,0
ify,3,176,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
ifyi,4,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,1.3,0
ig,2,844,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,14
iga,3,86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,0
igan,4,15,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.05,1.15,0
igans,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.88,0.88,0
igat,4,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,1.3,0
igate,5,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.08,1.18,0
ige,3,61,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
igen,4,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.09,1.09,0
igent,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.8,0.9,0
iger,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.77,0.77,0
iges,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77,0.77,0
igg,3,64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,0
igge,4,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.89,0.89,0
igged,5,11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.04,1.04,0
igger,5,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1.1,0
iggi,4,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.09,1.09,0
iggl,4,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.97,0.97,0
iggle,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.8,0.9,0
igh,3,152,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
ighed,5,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.92,0.92,0
ighs,4,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.89,0.99,0
ight,4,152,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,1.4,0
ighte,5,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.92,0.92,0
ighti,5,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.12,1.12,0
ights,5,46,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.45,1.5,0
igi,3,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,0
igib,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,0
igid,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.69,0.69,0
igl,3,14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.86,0.86,1
igm,3,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.74,0.74,0
igma,4,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.73,0.83,0
ign,3,163,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,12
igna,4,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.85,0.85,0
igne,4,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.25,1.25,1
igned,5,18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.32,1.42,0
igner,5,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1.1,0
igni,4,40,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,5
ignit,5,15,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.2,1.3,4
igno,4,19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.21,1.31,6
ignor,5,13,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.12,1.22,5
igns,4,22,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,1.4,0
igo,3,44,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
igos,4,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.93,0.93,0
igr,3,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,0
igra,4,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.13,1.13,0
igre,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.69,0.69,0
igs,3,23,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
igu,3,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,1
igua,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,1
igure,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,0
igy,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.58,0.58,0
ih,2,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
ihu,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.54,0.54,0
ii,2,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
ij,2,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.83,0.83,0
ik,2,167,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
ika,3,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.98,0.98,0
ike,3,376,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
iked,4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.69,0.79,0
iker,4,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.93,1.03,0
ikers,5,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.92,1.02,0
ikes,4,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.09,1.19,0
iki,3,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,0
ikin,4,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.93,0.93,0
iking,5,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.92,1.02,0
il,2,1770,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,1.35,11
ila,3,79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,0
ilab,4,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.93,0.93,0
ilag,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.69,0.69,0
ilage,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.88,0.88,0
ilan,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.69,0.69,0
ilant,5,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.88,0.98,0
ilar,4,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.81,0.81,0
ilat,4,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.01,1.01,0
ilate,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.88,0.88,0
ilb,3,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,0
ilbo,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77,0.77,0
ild,3,56,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
ildi,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73,0.73,0
ilds,4,15,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.05,1.15,0
ile,3,248,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
iled,4,115,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,1.4,0
iler,4,42,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,1.4,0
ilers,5,32,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.45,1.5,0
iles,4,69,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,1.4,0
iless,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,0
ilet,4,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.81,0.81,0
ilf,3,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.82,0.82,0
ilful,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84,0.84,0
ilg,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.58,0.58,0
ilh,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.54,0.54,0
ilhe,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,0
ili,3,283,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,1
ilia,4,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.09,1.09,0
ilic,4,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.97,0.97,0
ilie,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,0
ilies,5,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.92,1.02,0
ilin,4,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,1.3,0
iling,5,82,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.45,1.5,0
ilis,4,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,1.3,0
ilise,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,0
ilism,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84,0.84,0
ilit,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77,0.77,0
ility,5,41,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.45,1.5,0
iliz,4,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.85,0.85,0
ilize,5,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1.1,0
ilk,3,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.54,0.64,1
ill,3,415,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,10
illa,4,76,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,1.4,0
illar,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.88,0.88,0
illas,5,19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.36,1.46,0
ille,4,59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,1.3,2
illed,5,38,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.45,1.5,0
illeg,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,2
iller,5,17,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.28,1.38,0
illi,4,75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,1.3,1
illie,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,0
illin,5,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.04,1.04,0
illo,4,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,1.3,1
ills,4,67,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,1.4,1
illu,4,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.09,1.19,3
illus,5,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.88,0.98,3
illy,4,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.89,0.99,0
ilm,3,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.82,0.82,0
ilme,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,0
ilo,3,46,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
ilog,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73,0.73,0
ilor,4,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.81,0.81,0
ilors,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,0
ilr,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,0.5,0
ils,3,246,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
ilt,3,53,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
ilte,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,0
ilted,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.8,0.9,0
ilti,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77,0.77,0
ilts,4,6,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.69,0.79,0
ilu,3,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.78,0.78,0
ilus,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.69,0.69,0
ilw,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.58,0.58,0
ily,3,477,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
im,2,1239,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,1.35,119
ima,3,150,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,11
imac,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77,0.77,0
imag,4,28,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,9
image,5,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.88,0.98,2
imagi,5,17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.28,1.38,6
imal,4,23,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,1.4,0
imals,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,0
iman,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.69,0.69,0
imar,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73,0.73,0
imat,4,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,1.3,0
imate,5,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.24,1.34,0
imax,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77,0.77,0
imb,3,86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,3
imba,4,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.01,1.01,1
imbal,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84,0.84,1
imbe,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77,0.77,1
imbed,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.8,0.8,0
imbi,4,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.85,0.85,0
imbl,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77,0.77,0
imbo,4,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.97,0.97,0
imbr,4,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.05,1.05,0
imbs,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.65,0.65,0
imbu,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,1
ime,3,146,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
imed,4,26,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,1.4,0
imen,4,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.05,1.05,0
iment,5,18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.32,1.42,0
imer,4,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,1.3,0
imers,5,10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,0
imes,4,53,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,1.4,0
imet,4,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.97,0.97,0
imi,3,127,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,5
imin,4,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.93,0.93,0
iming,5,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.24,1.34,0
imis,4,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.05,1.05,0
imist,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,0
imit,4,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.25,1.35,5
imita,5,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1.1,5
imiz,4,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.81,0.81,0
imm,3,136,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,19
imma,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77,0.77,1
imme,4,40,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,7
immed,5,13,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.12,1.22,2
immen,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,2
immer,5,25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.45,1.5,3
immi,4,29,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,3
immin,5,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.96,0.96,1
immo,4,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.01,1.11,5
immu,4,17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.13,1.23,3
immun,5,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.96,0.96,1
imn,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.62,0.62,0
imne,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,0
imo,3,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,0
imon,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73,0.73,0
imony,5,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.96,1.06,0
imos,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77,0.77,0
imp,3,311,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,81
impa,4,61,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,15
impac,5,9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.96,1.06,3
impai,5,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.92,0.92,1
impal,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84,0.84,1
impar,5,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1.1,4
impas,5,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.04,1.04,1
impe,4,49,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,13
impea,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84,0.84,2
imped,5,13,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.12,1.22,3
imper,5,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.24,1.34,4
impet,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84,0.84,2
impi,4,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,1.3,0
impin,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.88,0.88,0
impl,4,34,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,13
impla,5,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.8,0.9,3
imple,5,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.96,1.06,1
impli,5,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.8,0.9,4
implo,5,12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.08,1.18,4
